audio_recording_id,start_offset,end_offset,site_id,Powerful owl,Barking owl,Southern boobook,Eastern barn owl,Masked owl,Other birds,Koala,Possum,Insects,Frogs,Car,Nothing,Wind / rain,Something else
9,2512,2522,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
9,3034,3044,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
9,40,50,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
24,46,56,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
27,4504,4514,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
28,1623,1633,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
28,1428,1438,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
28,441,451,253,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
28,3526,3536,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
28,1368,1378,253,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
28,3526,3536,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
28,1368,1378,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
28,3526,3536,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
28,1368,1378,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
28,3526,3536,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
28,1368,1378,253,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
28,3526,3536,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
28,1368,1378,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
28,3526,3536,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
28,1368,1378,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
28,498,508,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
28,1638,1648,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
28,498,508,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
28,1638,1648,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
28,498,508,253,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
28,1638,1648,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
28,498,508,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
28,1638,1648,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
28,498,508,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES
28,1638,1648,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
41,2256,2266,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
41,2297,2307,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
42,2086,2096,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
42,1593,1603,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
42,757,767,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,1593,1603,253,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
42,757,767,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1593,1603,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,757,767,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,3685,3695,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1541,1551,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,3685,3695,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,1541,1551,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,3685,3695,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1541,1551,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
42,3685,3695,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1541,1551,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
42,3685,3695,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1541,1551,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1205,1215,253,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,349,359,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1813,1823,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,349,359,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,349,359,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,349,359,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,349,359,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
42,1205,1215,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,349,359,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1205,1215,253,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO
42,349,359,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1205,1215,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1813,1823,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
42,3519,3529,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
42,1169,1179,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO
42,1621,1631,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO
42,1169,1179,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
42,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,1397,1407,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES
42,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,3519,3529,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
42,1565,1575,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
42,2337,2347,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO
42,1621,1631,253,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,3519,3529,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
42,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1169,1179,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
42,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
42,1169,1179,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,3519,3529,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES
42,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,3519,3529,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,1169,1179,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,3519,3529,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1169,1179,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO
42,3519,3529,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1169,1179,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,1397,1407,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
42,2337,2347,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
42,1565,1575,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1397,1407,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1565,1575,253,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1565,1575,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
42,1565,1575,253,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,1397,1407,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
42,1397,1407,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
42,1565,1575,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
42,1565,1575,253,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,1397,1407,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1565,1575,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
42,2337,2347,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
42,1565,1575,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
43,1332,1342,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
45,4128,4138,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
45,100,110,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
49,4191,4201,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
50,65,75,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
50,2636,2646,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
55,5025,5035,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
57,3835,3845,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
66,3942,3952,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
73,2373,2383,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
86,4223,4233,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
88,5555,5565,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
106,3212,3222,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
112,6054,6064,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
114,2594,2604,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
120,5689,5699,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
123,6857,6867,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
124,613,623,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
130,6655,6665,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
135,1794,1804,253,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
141,6,16,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
141,4748,4758,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
142,3059,3069,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
152,2763,2773,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
158,1621,1631,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
158,1002,1012,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
162,4179,4189,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
163,2866,2876,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
172,3948,3958,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
172,3953,3963,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
192,4608,4618,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
193,1723,1733,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
194,2757,2767,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
201,3098,3108,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
201,228,238,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
207,856,866,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
207,586,596,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
210,4009,4019,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
216,3,13,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
217,0,10,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
231,225,235,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
236,3245,3255,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
236,4074,4084,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
236,3244,3254,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
239,69,79,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
241,3764,3774,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
241,819,829,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
241,4375,4385,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
247,4134,4144,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
247,4369,4379,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
252,2560,2570,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
253,3,13,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
264,292,302,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
264,5325,5335,253,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
267,1374,1384,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
272,6397,6407,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
277,6423,6433,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
277,1913,1923,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES
280,1252,1262,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
282,3528,3538,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
287,170,180,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
296,4322,4332,253,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
296,4326,4336,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
296,4322,4332,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
296,4326,4336,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
296,4322,4332,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
296,4326,4336,253,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
296,4322,4332,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES
296,4326,4336,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
296,4322,4332,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
301,2538,2548,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
306,11,21,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
309,3209,3219,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
309,421,431,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES
309,3473,3483,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
310,8,18,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
322,4310,4320,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
349,3779,3789,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
349,4615,4625,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
380,4221,4231,253,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
388,6230,6240,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
396,1920,1930,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO
399,0,10,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
414,203,213,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
414,4618,4628,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
415,155,165,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
428,4473,4483,253,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
428,117,127,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
430,1440,1450,253,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
431,5170,5180,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
431,1365,1375,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
438,6762,6772,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
453,3292,3302,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
456,2,12,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
462,948,958,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
466,460,470,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
466,251,261,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
467,1339,1349,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
471,3838,3848,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO
471,282,292,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
474,2101,2111,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
478,266,276,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
479,1973,1983,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
492,1255,1265,253,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
505,5,15,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
505,2864,2874,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
510,775,785,253,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES
510,278,288,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
510,853,863,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
510,705,715,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
518,6533,6543,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
523,33,43,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
526,78,88,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
541,67,77,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
542,877,887,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
543,3296,3306,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
546,4729,4739,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
546,4737,4747,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
555,2574,2584,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
570,6220,6230,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
583,3415,3425,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
596,6286,6296,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
605,4430,4440,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
605,4432,4442,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
612,5152,5162,253,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
624,5293,5303,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
639,222,232,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
639,4969,4979,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
642,3779,3789,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
654,2089,2099,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
654,2091,2101,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
656,5799,5809,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
656,5812,5822,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
660,3236,3246,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
666,2418,2428,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
668,6466,6476,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES
673,3938,3948,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
716,812,822,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
724,54,64,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
735,3056,3066,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
739,5,15,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
742,2871,2881,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
742,2875,2885,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
748,473,483,253,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
750,218,228,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
760,4797,4807,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
761,2315,2325,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
764,2380,2390,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
786,5985,5995,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
786,475,485,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
786,5985,5995,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
786,475,485,253,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
786,5985,5995,253,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
786,475,485,253,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
